city_name,job_id,benefits,bid,campaign_budget,campaign_id,company_logo,company_name,description,feed_id,lat,lon,major_category,minor_category,pay_currentcy,pay_from,pay_option,pay_to,pay_type,postal_code,requirements,state,status,title,work_schedule
Fort Lee,2008,"['Health insurance', 'Flexible and remote working options']",0,,9,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.8508,-73.9712,Education / Higher Education,Enrollment / General,,1000,4,,1,07024,['C#'],New Jersey,1,Job 1446,PART_TIME
Fort Lee,2007,"['Health insurance', 'Flexible and remote working options']",0,,9,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.8508,-73.9712,Education / Higher Education,Enrollment / General,,1000,4,,1,07024,['C#'],New Jersey,1,Job 1446,PART_TIME
Fort Lee,1886,"['PHP', 'SOS']",0,,223,,FPT - managed,Desc,,40.8508,-73.9712,Emergency Services / Enforcement,Police and Sherrifs Patrol Officers,,1000,2,,1,07024,"['bb', 'Php']",New Jersey,1,Job1817,PART_TIME
Fort Lee,1867,"['PHP', 'SOS']",0,,223,,FPT - managed,Desc,,40.8508,-73.9712,Emergency Services / Enforcement,Police and Sherrifs Patrol Officers,,1000,2,,1,07024,"['bb', 'Php']",New Jersey,1,Job1817,PART_TIME
Fort Bliss,329,"['Health insurance', 'Flexible and remote working options', 'Retirement benefit or accounts']",0,,97,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,31.814,-106.418,Capital Markets,Trader,,123,0,,1,79916,"['Javascript', 'C#', 'mySql']",Texas,1,Job 220,Full Time
Fort Bliss,308,"['Health insurance', 'Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,93,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Description,,31.814,-106.418,Capital Markets,Trader,,2000,2,,1,79916,"['Javascript', 'C#']",Texas,1,Backend 20/6/2022,Full Time
Fort Bliss,307,"['Health insurance', 'Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,93,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Description,,31.814,-106.418,Capital Markets,Trader,,2000,2,,1,79916,"['Javascript', 'C#']",Texas,1,Backend 20/6/2022,Full Time
Fort Bliss,283,"['Health insurance', 'Flexible and remote working options', 'Retirement benefit or accounts']",0,,10,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,31.8475,-106.378,Capital Markets,Trader,,2000,0,,1,79918,"['Javascript', 'C#', 'mySql']",Texas,1,Job 140,Contract
Fort Bliss,263,"['Health insurance', 'Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,93,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Description,,31.814,-106.418,Capital Markets,Trader,,2000,2,,1,79916,"['Javascript', 'C#']",Texas,2,Backend 20/6/2022,Full Time
Hendersonville,593,['Retirement benefit or accounts'],0,,58,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,PHP Full Stack,,36.34,-86.6066,Fitness / Recreational,Facilities Management,,12000,0,,1,37075,"['Javascript', 'Php']",Tennessee,2,PHP Full Stack,Full Time
Fulshear,211,"['Life insurance', 'Flexible and remote working options']",0,,4,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,29.6682,-95.9228,Capital Markets,Trader,,1000,0,,1,77441,['Javascript'],Texas,2,Job 1141,Full Time
Lynwood,2045,['Life insurance'],0,,221,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Decsc,,33.9236,-118.201,Emergency Services / Enforcement,Parking Enforcement,,1000,2,,1,90262,['Sleep'],California,1,Job1700,PART_TIME
Lynwood,1925,"['Flexible and remote working options', 'Retirement benefit or accounts']",0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,dessc,,33.9236,-118.201,Capital Markets,Trader,,600,0,,1,90262,"['Php', 'bb']",California,1,crypto digger,FULL_TIME
Lynwood,1158,"['Life insurance', 'Health insurance']",0,,63,,Gotoro 6,Desc,,33.9236,-118.201,Education / Higher Education,Teacher - Preschool,,2000,2,,1,90262,['mySql'],California,1,Job2252187,Part Time
Lynwood,1120,['Flexible and remote working options'],0,,178,,Gotoro 0805,Desc,,33.9236,-118.201,Education / Higher Education,Enrollment / General,,200,0,,1,90262,['bb'],California,1,Job 1526187,Part Time
Lynwood,948,['Life insurance'],0,,13,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Job1415147,,33.9236,-118.201,Education / Higher Education,Counselor,,2000,0,,1,90262,['Sleep'],California,1,Job1415147,Part Time
Lynwood,821,['Health insurance'],0,,15,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,33.9236,-118.201,Construction / Facilities,Line Worker,,2000,0,,1,90262,['Sleep'],California,1,Job 1030,Part Time
Lynwood,760,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test create job le the anh desc,,33.9236,-118.201,Construction / Facilities,Line Worker,,12344,0,,1,90262,"['aa', 'Php']",California,1,test create job le the anh,Full Time
Lynwood,710,"['Paid time off (PTO) such as sick day and vacation days', 'Life insurance']",0,,79,,Publisher Company,This is job description,,33.9236,-118.201,Construction / Facilities,Line Worker,,2000,0,,1,90262,"['Javascript', 'mySql']",California,1,Job 0000,Part Time
Lynwood,552,"['Paid time off (PTO) such as sick day and vacation days', 'SQL']",0,,54,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.9236,-118.201,Education / Higher Education,Enrollment / General,,1000,0,,1,90262,"['Javascript', 'VueJs']",California,1,Job 1258,Part Time
Lynwood,526,"['Retirement benefit or accounts', 'Flexible and remote working options', 'Salary']",0,,101,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.9236,-118.201,Emergency Services / Enforcement,Parking Enforcement,,2000,0,,1,90262,"['Javascript', 'Php', 'Laravel']",California,1,Job 1227,Part Time
Lynwood,322,"['Health insurance', 'Flexible and remote working options', 'Retirement benefit or accounts']",0,,97,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.9236,-118.201,Capital Markets,Trader,,123,0,,1,90262,"['Javascript', 'C#', 'mySql']",California,1,Job 220,Full Time
Lynwood,129,['Health insurance'],0,,10,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.9236,-118.201,Capital Markets,Trader,,,,,,90262,['Javascript'],California,1,Job 132,Full Time
Wood Ridge,275,"['Health insurance', 'Life insurance', 'Flexible and remote working options', 'Paid time off (PTO) such as sick day and vacation days', 'Employee assistance programs(mental and emotional wellbing)']",0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"Who we are looking for: experienced frontend engineers who will play a central role in building out both the large-scale intelligent products that runs in the cloud to improve patients and doctor experiences. As a member of our dynamic, agile team, you will have influence on defining product features, design and implement products features and drive operational excellence, and spearhead the engineering best practices that enable a high-quality product.",,40.8508,-74.0878,Capital Markets,Trader,,20129,0,,1,07075,"['Javascript', 'C#', 'mySql']",New Jersey,1,BE Việt Nam!,Full Time
Bay Shore,1080,"['Flexible and remote working options', 'Life insurance']",0,,144,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,normal,,40.7217,-73.2508,Construction / Facilities,Highway Maintenance,,1000,0,,1,11706,"['Javascript', 'mySql']",New York,1,Normal developer,Full Time
Bay Shore,1065,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options']",0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"Develop Apex (classes and triggers), Lightning Components, and Visualforce to extend Salesforce in order to support business requirements,",,40.7217,-73.2508,Construction / Facilities,Foreman,,1000,0,,1,11706,['Javascript'],New York,1,Junior Salesforce Developer (JavaScript),Full Time
Hemet,535,"['Paid time off (PTO) such as sick day and vacation days', 'SQL']",0,,54,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.6982,-116.977,Education / Higher Education,Enrollment / General,,1000,0,,1,92543,"['Javascript', 'VueJs']",California,1,Job 1258,Part Time
Kew Gardens,2029,"['Health insurance', 'Flexible and remote working options']",0,,9,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.708,-73.8282,Education / Higher Education,Enrollment / General,,1000,4,,1,11415,['C#'],New York,1,Job 1446,PART_TIME
Ridgefield Park,270,"['Health insurance', 'Life insurance', 'Flexible and remote working options', 'Paid time off (PTO) such as sick day and vacation days', 'Employee assistance programs(mental and emotional wellbing)']",0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"Who we are looking for: experienced frontend engineers who will play a central role in building out both the large-scale intelligent products that runs in the cloud to improve patients and doctor experiences. As a member of our dynamic, agile team, you will have influence on defining product features, design and implement products features and drive operational excellence, and spearhead the engineering best practices that enable a high-quality product.",,40.8545,-74.0202,Capital Markets,Trader,,20129,0,,1,07660,"['Javascript', 'C#', 'mySql']",New Jersey,1,BE Việt Nam!,Full Time
Lindenhurst,1083,"['Flexible and remote working options', 'Life insurance']",0,,144,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,normal,,40.6888,-73.3735,Construction / Facilities,Highway Maintenance,,1000,0,,1,11757,"['Javascript', 'mySql']",New York,1,Normal developer,Full Time
Fairfield,1450,"['Retirement benefit or accounts', 'PHP']",0,,12,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,38.2423,-122.131,Construction / Facilities,Demolitions,,1000,0,,1,94534,"['C#', 'aa']",California,2,Job 1518,PART_TIME
Fairfield,1085,"['Flexible and remote working options', 'Life insurance']",0,,144,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,normal,,41.1757,-73.2811,Construction / Facilities,Highway Maintenance,,1000,0,,1,06824,"['Javascript', 'mySql']",Connecticut,1,Normal developer,Full Time
Coram,1089,"['Flexible and remote working options', 'Life insurance']",0,,144,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,normal,,40.8821,-73.004,Construction / Facilities,Highway Maintenance,,1000,0,,1,11727,"['Javascript', 'mySql']",New York,2,Normal developer,Full Time
Fair Oaks,1902,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,38.652,-121.254,Construction / Facilities,Demolitions,,3000,0,,1,95628,"['Php', 'aa']",California,1,shipper,FULL_TIME
Mount Juliet,598,['Retirement benefit or accounts'],0,,58,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,PHP Full Stack,,36.1775,-86.4889,Fitness / Recreational,Facilities Management,,12000,0,,1,37122,"['Javascript', 'Php']",Tennessee,2,PHP Full Stack,Full Time
Bonsall,543,"['Paid time off (PTO) such as sick day and vacation days', 'SQL']",0,,54,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.2857,-117.199,Education / Higher Education,Enrollment / General,,1000,0,,1,92003,"['Javascript', 'VueJs']",California,1,Job 1258,Part Time
Newark,1191,['Health insurance'],0,,257,,self_client_dev,desc,,40.1178,-82.3765,Construction / Facilities,Line Worker,,600,0,,1,43055,"['mySql', 'C#']",Ohio,1,Job tester 19t7,Part Time
Capitola,688,['Health insurance'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,36.9772,-121.955,Construction / Facilities,Foreman,,2000,0,,1,95010,"['mySql', 'aa']",California,1,Job 2341,Full Time
Point Pleasant Beach,665,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,letheanh test question desc,,40.0808,-74.062,Construction / Facilities,Building Inspection,,12345,0,,1,08742,"['mySql', 'Sleep']",New Jersey,1,letheanh test question,Full Time
Santa Cruz,681,['Health insurance'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,37.0315,-121.983,Construction / Facilities,Foreman,,2000,0,,1,95065,"['mySql', 'aa']",California,1,Job 2341,Full Time
Pico Rivera,1940,"['Flexible and remote working options', 'Retirement benefit or accounts']",0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,dessc,,33.9694,-118.098,Capital Markets,Trader,,600,0,,1,90662,"['Php', 'bb']",California,1,crypto digger,FULL_TIME
Pico Rivera,1370,['Life insurance'],0,,12,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,33.9888,-118.091,Emergency Services / Enforcement,Personal / Private Security,,2000,0,,1,90660,['Sleep'],California,2,Job 1633,Part Time
Pico Rivera,949,['Life insurance'],0,,13,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Job1415147,,33.9888,-118.091,Education / Higher Education,Counselor,,2000,0,,1,90660,['Sleep'],California,1,Job1415147,Part Time
Pico Rivera,761,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test create job le the anh desc,,33.9888,-118.091,Construction / Facilities,Line Worker,,12344,0,,1,90660,"['aa', 'Php']",California,1,test create job le the anh,Full Time
Pico Rivera,711,"['Paid time off (PTO) such as sick day and vacation days', 'Life insurance']",0,,79,,Publisher Company,This is job description,,33.9888,-118.091,Construction / Facilities,Line Worker,,2000,0,,1,90660,"['Javascript', 'mySql']",California,1,Job 0000,Part Time
Pico Rivera,553,"['Paid time off (PTO) such as sick day and vacation days', 'SQL']",0,,54,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.9888,-118.091,Education / Higher Education,Enrollment / General,,1000,0,,1,90660,"['Javascript', 'VueJs']",California,1,Job 1258,Part Time
Pico Rivera,324,"['Health insurance', 'Flexible and remote working options', 'Retirement benefit or accounts']",0,,97,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.9888,-118.091,Capital Markets,Trader,,123,0,,1,90660,"['Javascript', 'C#', 'mySql']",California,1,Job 220,Full Time
Chicago,960,"['Flexible and remote working options', 'Retirement benefit or accounts', 'Employee assistance programs(mental and emotional wellbing)']",0,,57,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,FE,,41.8113,-87.7133,Construction / Facilities,Foreman,,1000,0,,1,60632,"['Javascript', 'Sleep']",Illinois,2,FE 001,Full Time
Chicago,586,['Employee assistance programs(mental and emotional wellbing)'],0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,PHP Full Stack,,41.9021,-87.7409,Government,Clerk,,1333,0,,1,60651,"['Php', 'Laravel']",Illinois,2,PHP Full Stack dev,Full Time
Chicago,585,['Employee assistance programs(mental and emotional wellbing)'],0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,PHP Full Stack,,41.8481,-87.7178,Government,Clerk,,1333,0,,1,60623,"['Php', 'Laravel']",Illinois,2,PHP Full Stack dev,Full Time
Chicago,562,['Employee assistance programs(mental and emotional wellbing)'],0,,5,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,The question must had an answer question,,41.748,-87.7148,Construction / Facilities,Masonry - Finishing,,32,0,,1,60652,"['C#', 'aa']",Illinois,1,The question must had an answer question,Part Time
Chicago,561,['Employee assistance programs(mental and emotional wellbing)'],0,,5,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,The question must had an answer question,,41.7757,-87.7118,Construction / Facilities,Masonry - Finishing,,32,0,,1,60629,"['C#', 'aa']",Illinois,1,The question must had an answer question,Part Time
Chicago,447,"['Flexible and remote working options', 'Life insurance']",0,,58,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,41.7757,-87.7118,Construction / Facilities,Masonry - Finishing,,3000,0,,1,60629,['Sleep'],Illinois,2,Job 452,Part Time
Chicago,429,"['Flexible and remote working options', 'Retirement benefit or accounts']",0,,5,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,41.7757,-87.7118,Construction / Facilities,Finish Carpenter,,2000,0,,1,60629,"['Javascript', 'C#']",Illinois,1,Job 338,Part Time
Chicago,411,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,41.7757,-87.7118,Capital Markets,Trader,,2000,0,,1,60629,['Javascript'],Illinois,2,Job 935,Part Time
Chicago,389,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,41.7757,-87.7118,Capital Markets,Trader,,2000,0,,1,60629,['Javascript'],Illinois,2,Job 935,Part Time
Chicago,378,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,41.7757,-87.7118,Capital Markets,Trader,,2000,0,,1,60629,['Javascript'],Illinois,2,Job 935,Part Time
Chicago,359,['Retirement benefit or accounts'],0,,59,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,41.7757,-87.7118,Capital Markets,Trader,,2000,0,,1,60629,['mySql'],Illinois,2,Job 1130,Part Time
Chicago,342,"['Health insurance', 'Flexible and remote working options', 'Paid time off (PTO) such as sick day and vacation days']",0,,15,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,41.7757,-87.7118,Capital Markets,Trader,,2000,0,,1,60629,"['Javascript', 'C#']",Illinois,1,Job 1128,Full Time
Chicago,332,"['Health insurance', 'Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,96,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,41.7814,-87.7706,Capital Markets,Trader,,2000,0,,1,60638,"['Javascript', 'C#', 'mySql']",Illinois,1,Job 228,Part Time
Chicago,331,"['Health insurance', 'Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,96,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,41.8481,-87.7178,Capital Markets,Trader,,2000,0,,1,60623,"['Javascript', 'C#', 'mySql']",Illinois,1,Job 228,Part Time
Chicago,225,['Employee assistance programs(mental and emotional wellbing)'],0,,92,,testclosejob,33,,41.8481,-87.7178,Capital Markets,Financial Sales / Broker,,19,0,,1,60623,"['Javascript', 'C#']",Illinois,1,close job,Part Time
Chicago,144,['Health insurance'],0,,54,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,tt,,41.8803,-87.6877,Capital Markets,Trader,,22,0,,1,60612,['Javascript'],Illinois,1,tester,Part Time
Chicago,143,['Health insurance'],3,,54,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,tt,09e2a0e2510d6fe211d5430e8c28c6f716305287,41.8481,-87.7178,Capital Markets,Trader,,22,0,,1,60623,['Javascript'],Illinois,1,tester,Part Time
Chicago,135,['Health insurance'],0,,33,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Ã†Â°,,41.8483,-87.6496,Capital Markets,Trader,,,,,,60696,['Javascript'],Illinois,0,test job,Part Time
Chicago,134,['Health insurance'],0,,33,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Ã†Â°,,41.8481,-87.7178,Capital Markets,Trader,,,,,,60623,['Javascript'],Illinois,1,test job,Part Time
Chicago,60,['Paid time off (PTO) such as sick day and vacation days'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,41.9021,-87.7409,Capital Markets,Trader,,,,,,60651,['Javascript'],Illinois,2,123,Full Time
Chicago,45,['Paid time off (PTO) such as sick day and vacation days'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,41.947,-87.7024,Capital Markets,Trader,,,,,,60618,['Javascript'],Illinois,2,123,Full Time
Chicago,41,['Paid time off (PTO) such as sick day and vacation days'],2,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,16,41.947,-87.7024,Capital Markets,Trader,,,,,,60618,['Javascript'],Illinois,5,123,Full Time
Jackson Heights,2018,"['Health insurance', 'Flexible and remote working options']",0,,9,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.7517,-73.8836,Education / Higher Education,Enrollment / General,,1000,4,,1,11372,['C#'],New York,1,Job 1446,PART_TIME
Jackson Heights,1989,['Health insurance'],0,,10,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,40.7517,-73.8836,Capital Markets,Financial Sales / Broker,,1000,2,,1,11372,['Javascript'],New York,1,Job1427_update,PART_TIME
Jackson Heights,1954,['Employee assistance programs(mental and emotional wellbing)'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test,,40.7517,-73.8836,Education / Higher Education,Teaching Assistant,,3303,2,,1,11372,['Javascript'],New York,1,hackerr,FULL_TIME
Jackson Heights,1874,"['PHP', 'SOS']",0,,223,,FPT - managed,Desc,,40.7517,-73.8836,Emergency Services / Enforcement,Police and Sherrifs Patrol Officers,,1000,2,,1,11372,"['bb', 'Php']",New York,1,Job1817,PART_TIME
Jackson Heights,1282,['Life insurance'],0,,70,,FPT - managed,adasd,,40.7517,-73.8836,Construction / Facilities,Highway Maintenance,,123,2,,1,11372,['C#'],New York,1,Who your daddy,Full Time
Jackson Heights,1261,['Life insurance'],0,,53,,FPT - managed,123,,40.7517,-73.8836,Construction / Facilities,HAZMAT,,123,0,,1,11372,['Php'],New York,1,Who is your daddy,Full Time
Jackson Heights,1075,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options']",0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"Develop Apex (classes and triggers), Lightning Components, and Visualforce to extend Salesforce in order to support business requirements,",,40.7517,-73.8836,Construction / Facilities,Foreman,,1000,0,,1,11372,['Javascript'],New York,1,Junior Salesforce Developer (JavaScript),Full Time
El Monte,1371,['Life insurance'],0,,12,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,34.0734,-118.014,Emergency Services / Enforcement,Personal / Private Security,,2000,0,,1,91732,['Sleep'],California,2,Job 1633,Part Time
El Monte,762,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test create job le the anh desc,,34.0734,-118.014,Construction / Facilities,Line Worker,,12344,0,,1,91732,"['aa', 'Php']",California,1,test create job le the anh,Full Time
El Monte,712,"['Paid time off (PTO) such as sick day and vacation days', 'Life insurance']",0,,79,,Publisher Company,This is job description,,34.0734,-118.014,Construction / Facilities,Line Worker,,2000,0,,1,91732,"['Javascript', 'mySql']",California,1,Job 0000,Part Time
